customer_id,customer_type,segment,acquisition_channel,customer_since,location_category,age_band,business_size
C00833,SME,New,Referral,2023-05-26,Suburban,,Medium (11-50)
C00834,Corporate,Standard,Walk-in,2024-05-23,Suburban,,Small (1-10)
C00835,Individual,New,Online,2025-03-06,Urban,26-35,
C00836,Individual,Standard,Referral,2022-12-05,Urban,18-25,
C00837,Individual,Standard,Online,2023-04-26,Suburban,46-55,
C00838,Individual,Standard,Walk-in,2024-09-13,Suburban,65+,
C00839,Individual,Premium,Walk-in,2024-12-25,Urban,26-35,
C00840,SME,Budget,Sales Team,2025-03-01,Urban,,Small (1-10)
C00841,SME,Premium,Walk-in,2022-10-21,Urban,,Medium (11-50)
C00842,SME,Standard,Online,2024-01-25,Other,,Small (1-10)
C00843,Individual,Standard,Online,2025-06-14,Suburban,26-35,
C00844,Corporate,Premium,Referral,2023-07-03,Urban,,Large (51-200)
C00845,Individual,Premium,Walk-in,2023-08-25,Suburban,36-45,
C00846,Individual,Budget,Online,2025-10-10,Suburban,36-45,
C00847,Individual,Premium,Referral,2022-06-08,Urban,56-65,
C00848,Corporate,Standard,Sales Team,2024-09-14,Urban,,Small (1-10)
C00849,Individual,Standard,Online,2025-04-05,Suburban,36-45,
C00850,SME,Standard,Referral,2022-07-31,Urban,,Small (1-10)
C00851,Individual,Standard,Online,2024-09-27,Urban,26-35,
C00852,Corporate,Budget,Sales Team,2023-10-20,Suburban,,Large (51-200)
C00853,Individual,New,Sales Team,2025-04-09,Other,36-45,
C00854,Individual,Premium,Online,2025-06-24,Urban,26-35,
C00855,Corporate,New,Sales Team,2025-05-06,Suburban,,Medium (11-50)
C00856,Individual,Standard,Sales Team,2022-04-01,Other,56-65,
C00857,Individual,Budget,Walk-in,2024-11-25,Urban,65+,
C00858,Individual,Budget,Sales Team,2025-07-14,Urban,18-25,
C00859,Individual,Budget,Online,2024-05-19,Suburban,56-65,
C00860,Individual,Budget,Walk-in,2024-04-21,Suburban,18-25,
C00861,Individual,Standard,Online,2022-03-05,Urban,56-65,
C00862,Individual,Standard,Walk-in,2025-04-13,Suburban,26-35,
C00863,SME,Standard,Referral,2022-03-06,Suburban,,Medium (11-50)
C00864,Individual,Premium,Walk-in,2023-03-15,Suburban,65+,
C00865,Individual,Budget,Sales Team,2025-07-20,Suburban,46-55,
C00866,Individual,Premium,Online,2025-08-22,Urban,26-35,
C00867,Individual,Standard,Sales Team,2025-10-20,Urban,36-45,
C00868,Individual,Premium,Online,2023-10-29,Urban,18-25,
C00869,Corporate,Standard,Referral,2022-09-06,Other,,Small (1-10)
C00870,Corporate,Budget,Referral,2023-11-15,Other,,Small (1-10)
C00871,Individual,Budget,Walk-in,2022-05-24,Suburban,46-55,
C00872,Individual,Standard,Online,2025-05-06,Urban,18-25,
C00873,Individual,Premium,Online,2024-02-24,Suburban,65+,
C00874,Individual,Standard,Walk-in,2023-07-21,Urban,26-35,
C00875,Individual,Standard,Online,2022-04-22,Urban,65+,
C00876,Individual,Budget,Online,2023-07-22,Urban,18-25,
C00877,Individual,Standard,Sales Team,2025-04-27,Suburban,56-65,
C00878,Individual,Standard,Walk-in,2024-09-11,Urban,18-25,
C00879,Individual,Standard,Walk-in,2022-04-26,Suburban,26-35,
C00880,Individual,New,Online,2022-08-12,Other,46-55,
C00881,Individual,Budget,Sales Team,2023-07-04,Suburban,56-65,
C00882,Individual,Standard,Online,2022-05-22,Urban,56-65,
C00883,SME,Standard,Online,2025-07-31,Other,,Small (1-10)
C00884,Individual,Premium,Referral,2024-07-02,Suburban,46-55,
C00885,Individual,New,Online,2022-05-13,Urban,26-35,
C00886,Individual,Standard,Walk-in,2025-01-08,Suburban,65+,
C00887,SME,Standard,Walk-in,2023-05-31,Suburban,,Small (1-10)
C00888,Individual,New,Online,2022-12-09,Urban,65+,
C00889,SME,Budget,Referral,2024-03-08,Urban,,Medium (11-50)
C00890,Corporate,Premium,Walk-in,2022-01-19,Urban,,Enterprise (200+)
C00891,Individual,Premium,Sales Team,2023-10-14,Urban,46-55,
C00892,Individual,Premium,Online,2025-03-27,Suburban,46-55,
C00893,Individual,Standard,Referral,2025-07-23,Urban,46-55,
C00894,Corporate,Premium,Online,2023-04-25,Urban,,Enterprise (200+)
C00895,Individual,New,Online,2024-06-18,Urban,56-65,
C00896,Corporate,New,Online,2022-11-14,Urban,,Large (51-200)
C00897,Individual,Standard,Online,2024-02-24,Urban,18-25,
C00898,Individual,Budget,Walk-in,2022-12-22,Suburban,65+,
C00899,Individual,Standard,Online,2024-03-10,Urban,56-65,
C00900,Individual,Premium,Online,2022-08-29,Urban,26-35,
C00901,Individual,Budget,Referral,2025-08-10,Suburban,36-45,
C00902,Individual,Premium,Sales Team,2025-05-26,Other,56-65,
C00903,SME,Premium,Online,2023-04-17,Urban,,Enterprise (200+)
C00904,SME,Standard,Online,2024-12-23,Urban,,Small (1-10)
C00905,Individual,Premium,Referral,2022-05-14,Urban,18-25,
C00906,Individual,Standard,Walk-in,2024-11-02,Urban,18-25,
C00907,Individual,Budget,Sales Team,2023-01-31,Urban,36-45,
C00908,SME,Budget,Referral,2022-07-09,Other,,Medium (11-50)
C00909,Individual,Budget,Referral,2024-08-07,Suburban,65+,
C00910,SME,Budget,Referral,2023-10-20,Urban,,Large (51-200)
C00911,Individual,Standard,Walk-in,2024-01-13,Other,36-45,
C00912,Individual,Budget,Sales Team,2023-12-30,Urban,65+,
C00913,Individual,Standard,Online,2022-03-25,Urban,46-55,
C00914,Individual,Standard,Online,2022-03-13,Urban,65+,
C00915,SME,New,Walk-in,2024-04-21,Urban,,Small (1-10)
C00916,Individual,Standard,Walk-in,2024-05-23,Suburban,36-45,
C00917,Individual,Premium,Online,2022-03-08,Urban,65+,
C00918,Corporate,Standard,Referral,2023-06-14,Suburban,,Small (1-10)
C00919,Corporate,Standard,Online,2024-05-07,Urban,,Medium (11-50)
C00920,SME,Standard,Walk-in,2024-07-08,Other,,Small (1-10)
C00921,Individual,Standard,Walk-in,2025-03-05,Suburban,36-45,
C00922,Individual,New,Walk-in,2023-08-13,Urban,56-65,
C00923,SME,Standard,Walk-in,2024-02-07,Urban,,Small (1-10)
C00924,Individual,Standard,Online,2024-03-20,Other,46-55,
C00925,Individual,Standard,Online,2023-03-13,Urban,26-35,
C00926,SME,Budget,Referral,2022-03-17,Urban,,Enterprise (200+)
C00927,Individual,Standard,Sales Team,2022-01-06,Suburban,46-55,
C00928,Individual,Premium,Online,2025-03-16,Urban,36-45,
C00929,Corporate,Standard,Online,2022-10-08,Urban,,Large (51-200)
C00930,Individual,Budget,Referral,2024-06-01,Urban,18-25,
C00931,Individual,Budget,Walk-in,2024-03-18,Urban,18-25,
C00932,Individual,Standard,Walk-in,2023-07-14,Urban,26-35,
C00933,Individual,Budget,Walk-in,2025-03-12,Urban,65+,
C00934,Individual,Standard,Online,2024-09-04,Urban,56-65,
C00935,SME,Premium,Sales Team,2022-02-01,Urban,,Small (1-10)
C00936,SME,Premium,Walk-in,2024-12-23,Urban,,Medium (11-50)
C00937,Individual,Premium,Walk-in,2023-12-11,Other,56-65,
C00938,Individual,Standard,Walk-in,2023-05-01,Suburban,56-65,
C00939,SME,Standard,Sales Team,2024-10-14,Urban,,Small (1-10)
C00940,Individual,Standard,Sales Team,2024-08-18,Urban,26-35,
C00941,Individual,Standard,Online,2023-03-11,Suburban,56-65,
C00942,Individual,Standard,Online,2025-10-08,Urban,18-25,
C00943,Individual,Budget,Online,2024-06-27,Urban,46-55,
C00944,Individual,Budget,Walk-in,2024-04-28,Suburban,56-65,
C00945,Individual,Standard,Walk-in,2022-04-08,Urban,56-65,
C00946,Individual,Standard,Referral,2023-01-27,Suburban,18-25,
C00947,Individual,Standard,Referral,2023-09-18,Suburban,18-25,
C00948,Individual,Standard,Sales Team,2024-06-01,Suburban,46-55,
C00949,Individual,Standard,Sales Team,2023-12-19,Urban,18-25,
C00950,Individual,Standard,Sales Team,2024-12-04,Urban,18-25,
C00951,Individual,Budget,Online,2023-01-03,Urban,36-45,
C00952,Individual,Budget,Walk-in,2024-09-10,Suburban,36-45,
C00953,Individual,Premium,Walk-in,2025-02-17,Other,65+,
C00954,Individual,Standard,Online,2024-12-07,Other,18-25,
C00955,Individual,New,Referral,2024-12-15,Urban,26-35,
C00956,Corporate,Premium,Sales Team,2025-05-28,Suburban,,Enterprise (200+)
C00957,Individual,New,Referral,2022-04-28,Urban,18-25,
C00958,SME,Standard,Online,2024-09-03,Suburban,,Small (1-10)
C00959,Corporate,Standard,Walk-in,2025-09-18,Urban,,Large (51-200)
C00960,Individual,Standard,Walk-in,2024-03-14,Urban,65+,
C00961,Individual,Premium,Online,2022-11-01,Urban,46-55,
C00962,SME,New,Walk-in,2025-10-30,Other,,Small (1-10)
C00963,Individual,Standard,Online,2022-09-02,Urban,18-25,
C00964,Individual,New,Walk-in,2023-04-15,Urban,18-25,
C00965,Individual,Standard,Online,2022-08-29,Urban,65+,
C00966,Individual,New,Walk-in,2023-10-13,Urban,36-45,
C00967,Individual,New,Walk-in,2023-08-10,Other,65+,
C00968,Corporate,Standard,Referral,2023-11-19,Urban,,Medium (11-50)
C00969,Corporate,Standard,Online,2025-07-23,Urban,,Small (1-10)
C00970,Individual,Budget,Walk-in,2023-11-01,Suburban,56-65,
C00971,SME,Standard,Referral,2023-12-22,Urban,,Enterprise (200+)
C00972,Individual,New,Referral,2025-05-26,Urban,36-45,
C00973,Corporate,Standard,Online,2025-02-18,Urban,,Small (1-10)
C00974,Individual,Standard,Sales Team,2022-12-02,Urban,65+,
C00975,Corporate,Premium,Online,2022-01-19,Urban,,Medium (11-50)
C00976,SME,Budget,Online,2024-05-31,Urban,,Medium (11-50)
C00977,Individual,New,Sales Team,2025-03-28,Urban,26-35,
C00978,Individual,Premium,Online,2024-02-13,Suburban,18-25,
C00979,SME,Budget,Online,2022-10-23,Suburban,,Small (1-10)
C00980,Individual,New,Online,2024-11-03,Suburban,26-35,
C00981,Individual,Premium,Online,2024-07-26,Urban,36-45,
C00982,Corporate,Premium,Online,2024-03-02,Urban,,Enterprise (200+)
C00983,Individual,Budget,Walk-in,2025-04-23,Other,18-25,
C00984,Individual,Budget,Referral,2025-01-02,Suburban,65+,
C00985,Individual,Premium,Walk-in,2024-07-24,Urban,26-35,
C00986,Individual,Budget,Online,2024-07-19,Urban,46-55,
C00987,Corporate,Standard,Online,2024-07-16,Urban,,Medium (11-50)
C00988,Individual,New,Referral,2024-01-06,Urban,46-55,
C00989,Individual,New,Online,2023-10-12,Urban,56-65,
C00990,Individual,Budget,Walk-in,2024-09-20,Urban,26-35,
C00991,Corporate,Standard,Online,2024-05-04,Other,,Enterprise (200+)
C00992,Individual,Standard,Referral,2023-11-17,Suburban,56-65,
C00993,SME,Standard,Online,2022-06-27,Suburban,,Medium (11-50)
C00994,SME,Premium,Walk-in,2024-09-09,Urban,,Enterprise (200+)
C00995,SME,Budget,Online,2024-06-23,Suburban,,Large (51-200)
C00996,Corporate,Premium,Walk-in,2023-04-25,Suburban,,Large (51-200)
C00997,SME,Standard,Online,2023-05-14,Urban,,Small (1-10)
C00998,Corporate,Premium,Referral,2022-12-12,Suburban,,Large (51-200)
C00999,Individual,Standard,Walk-in,2025-09-08,Suburban,36-45,
C01000,SME,Standard,Online,2025-04-19,Suburban,,Enterprise (200+)
C01001,Individual,Budget,Referral,2024-02-25,Urban,56-65,
C01002,Individual,Budget,Sales Team,2023-07-17,Suburban,36-45,
C01003,SME,Premium,Referral,2024-10-28,Urban,,Large (51-200)
C01004,Corporate,New,Online,2024-01-09,Urban,,Medium (11-50)
C01005,SME,New,Online,2025-09-28,Urban,,Small (1-10)
C01006,Individual,Standard,Online,2022-03-19,Urban,36-45,
C01007,Individual,Budget,Walk-in,2022-02-18,Urban,36-45,
C01008,Individual,Standard,Referral,2024-03-07,Urban,36-45,
C01009,Individual,Standard,Sales Team,2022-10-12,Suburban,26-35,
C01010,Individual,Standard,Walk-in,2024-04-26,Urban,65+,
C01011,Individual,Premium,Sales Team,2024-12-29,Other,46-55,
C01012,Individual,New,Walk-in,2022-07-13,Urban,26-35,
C01013,SME,New,Sales Team,2023-09-09,Suburban,,Small (1-10)
C01014,Individual,Budget,Walk-in,2024-08-22,Other,36-45,
C01015,Corporate,Standard,Online,2025-03-13,Suburban,,Medium (11-50)
C01016,Individual,Standard,Online,2023-11-26,Suburban,56-65,
C01017,Individual,New,Walk-in,2022-10-16,Suburban,56-65,
C01018,Individual,Standard,Online,2024-03-31,Urban,46-55,
C01019,Individual,Premium,Walk-in,2023-09-29,Urban,65+,
C01020,Corporate,Standard,Referral,2024-12-16,Urban,,Small (1-10)
C01021,Individual,Standard,Walk-in,2024-02-17,Urban,65+,
C01022,Individual,Standard,Online,2023-01-27,Urban,46-55,
C01023,Corporate,Premium,Sales Team,2024-11-22,Urban,,Medium (11-50)
C01024,Corporate,Standard,Referral,2023-12-26,Other,,Large (51-200)
C01025,Individual,Standard,Referral,2022-09-06,Suburban,26-35,
C01026,Individual,Standard,Walk-in,2024-02-28,Suburban,26-35,
C01027,Individual,Premium,Walk-in,2025-08-20,Suburban,46-55,
C01028,Individual,Standard,Walk-in,2024-09-14,Urban,36-45,
C01029,Individual,New,Sales Team,2023-02-23,Urban,36-45,
C01030,Individual,Standard,Online,2024-09-22,Suburban,36-45,
C01031,Corporate,Budget,Walk-in,2023-01-31,Suburban,,Small (1-10)
C01032,Individual,Budget,Online,2024-01-30,Urban,56-65,
C01033,Individual,Standard,Online,2024-01-08,Urban,26-35,
C01034,Individual,Budget,Online,2022-12-13,Urban,36-45,
C01035,SME,Budget,Referral,2023-05-03,Urban,,Small (1-10)
C01036,Individual,Standard,Online,2025-08-12,Urban,26-35,
C01037,SME,Premium,Walk-in,2022-12-17,Urban,,Large (51-200)
C01038,Corporate,Premium,Referral,2025-01-26,Suburban,,Medium (11-50)
C01039,Individual,New,Sales Team,2024-07-23,Other,18-25,
C01040,Individual,Budget,Online,2024-01-16,Urban,18-25,
C01041,Individual,New,Referral,2022-07-12,Suburban,46-55,
C01042,Individual,New,Walk-in,2022-10-14,Suburban,18-25,
C01043,Corporate,Premium,Referral,2022-09-08,Urban,,Enterprise (200+)
C01044,Individual,Budget,Referral,2024-04-01,Suburban,36-45,
C01045,SME,Standard,Walk-in,2025-09-24,Urban,,Medium (11-50)
C01046,Individual,Budget,Referral,2025-05-13,Suburban,36-45,
C01047,Individual,Premium,Referral,2022-02-05,Urban,18-25,
C01048,Individual,Standard,Walk-in,2023-01-19,Other,26-35,
C01049,Individual,Budget,Referral,2022-08-09,Other,36-45,
C01050,Individual,Budget,Walk-in,2025-09-27,Urban,26-35,
C01051,Individual,Budget,Walk-in,2022-11-26,Urban,65+,
C01052,Individual,Standard,Referral,2022-10-09,Urban,56-65,
C01053,SME,Standard,Online,2024-05-19,Suburban,,Enterprise (200+)
C01054,Individual,New,Referral,2024-02-18,Suburban,46-55,
C01055,Corporate,Standard,Walk-in,2022-11-13,Urban,,Large (51-200)
C01056,Individual,Standard,Referral,2024-07-27,Suburban,65+,
C01057,Individual,Standard,Sales Team,2022-05-16,Urban,18-25,
C01058,Individual,Standard,Online,2022-01-28,Urban,56-65,
C01059,Individual,Standard,Walk-in,2022-04-26,Urban,65+,
C01060,Individual,Standard,Referral,2023-05-26,Urban,26-35,
C01061,Individual,Budget,Online,2025-09-27,Urban,56-65,
C01062,Corporate,New,Online,2024-02-06,Urban,,Enterprise (200+)
C01063,Individual,New,Online,2024-11-22,Urban,46-55,
C01064,Individual,Standard,Sales Team,2023-03-27,Other,65+,
C01065,Individual,Standard,Referral,2024-10-04,Urban,65+,
C01066,Individual,Budget,Referral,2025-09-14,Other,46-55,
C01067,Individual,Budget,Online,2023-05-16,Suburban,65+,
C01068,Individual,Standard,Online,2025-10-30,Suburban,18-25,
C01069,Individual,Budget,Sales Team,2024-06-12,Urban,46-55,
C01070,Individual,Budget,Sales Team,2024-11-14,Suburban,65+,
C01071,Corporate,Budget,Sales Team,2022-12-20,Urban,,Enterprise (200+)
C01072,Individual,Budget,Referral,2024-06-19,Urban,18-25,
C01073,SME,Standard,Online,2023-12-17,Urban,,Small (1-10)
C01074,Individual,Standard,Walk-in,2025-08-31,Urban,56-65,
C01075,Individual,Standard,Online,2025-06-20,Other,46-55,
C01076,SME,Premium,Walk-in,2023-07-10,Other,,Medium (11-50)
C01077,Individual,New,Online,2025-08-18,Suburban,18-25,
C01078,SME,Budget,Online,2025-05-23,Urban,,Medium (11-50)
C01079,Individual,Premium,Sales Team,2024-04-06,Suburban,56-65,
C01080,Individual,Budget,Online,2022-04-25,Suburban,18-25,
C01081,SME,Budget,Sales Team,2022-08-14,Urban,,Enterprise (200+)
C01082,Individual,Budget,Online,2022-04-18,Urban,46-55,
C01083,Individual,Standard,Referral,2022-06-01,Suburban,56-65,
C01084,Individual,New,Online,2025-09-29,Urban,36-45,
C01085,Individual,Standard,Referral,2022-10-25,Urban,36-45,
C01086,Corporate,Standard,Online,2024-08-25,Suburban,,Large (51-200)
C01087,Individual,Premium,Referral,2024-06-10,Urban,46-55,
C01088,Individual,Budget,Walk-in,2024-06-02,Urban,26-35,
C01089,SME,Budget,Sales Team,2022-10-17,Urban,,Enterprise (200+)
C01090,Individual,Standard,Online,2024-03-22,Suburban,65+,
C01091,SME,Standard,Referral,2024-05-25,Other,,Medium (11-50)
C01092,Individual,Budget,Online,2024-03-09,Suburban,56-65,
C01093,Individual,Budget,Walk-in,2022-09-18,Suburban,36-45,
C01094,SME,Standard,Online,2024-10-09,Suburban,,Small (1-10)
C01095,Individual,New,Referral,2022-04-13,Suburban,18-25,
C01096,Individual,Budget,Online,2024-04-07,Urban,26-35,
C01097,Individual,New,Online,2023-09-03,Urban,18-25,
C01098,SME,New,Online,2022-12-17,Suburban,,Small (1-10)
C01099,SME,New,Referral,2025-02-04,Suburban,,Medium (11-50)
C01100,Individual,Budget,Sales Team,2022-09-04,Urban,46-55,
C01101,Individual,Budget,Referral,2025-07-30,Suburban,56-65,
C01102,Corporate,Standard,Referral,2025-05-23,Suburban,,Medium (11-50)
C01103,Individual,Standard,Referral,2023-05-20,Urban,26-35,
C01104,Individual,Budget,Online,2023-03-04,Urban,65+,
C01105,Individual,Standard,Online,2022-07-12,Urban,65+,
C01106,Individual,New,Online,2025-07-06,Urban,65+,
C01107,SME,Premium,Online,2024-05-28,Urban,,Enterprise (200+)
C01108,SME,Standard,Walk-in,2022-02-14,Urban,,Enterprise (200+)
C01109,SME,Standard,Online,2023-12-17,Urban,,Enterprise (200+)
C01110,Individual,Standard,Sales Team,2022-05-01,Urban,65+,
C01111,Individual,Premium,Online,2024-03-14,Suburban,18-25,
C01112,Individual,Standard,Referral,2023-12-14,Suburban,18-25,
C01113,Individual,Budget,Sales Team,2022-04-26,Urban,46-55,
C01114,Individual,Standard,Walk-in,2025-02-16,Urban,18-25,
C01115,Individual,Premium,Online,2023-01-03,Urban,36-45,
C01116,Individual,Premium,Walk-in,2024-01-29,Urban,18-25,
C01117,Individual,Standard,Online,2024-06-13,Urban,36-45,
C01118,SME,Standard,Online,2025-09-09,Urban,,Medium (11-50)
C01119,Individual,Budget,Walk-in,2023-11-23,Urban,18-25,
C01120,Individual,Budget,Walk-in,2025-07-08,Other,65+,
C01121,SME,Standard,Online,2023-05-12,Urban,,Medium (11-50)
C01122,SME,Standard,Walk-in,2025-04-15,Suburban,,Medium (11-50)
C01123,SME,Standard,Online,2022-11-27,Urban,,Small (1-10)
C01124,Individual,Standard,Referral,2024-09-17,Urban,26-35,
C01125,SME,New,Sales Team,2022-05-05,Other,,Small (1-10)
C01126,Individual,Standard,Online,2025-10-12,Urban,65+,
C01127,Individual,New,Online,2025-08-28,Suburban,26-35,
C01128,Individual,Standard,Online,2023-09-12,Other,36-45,
C01129,Individual,Standard,Online,2024-01-04,Suburban,18-25,
C01130,Individual,Standard,Online,2024-04-16,Urban,18-25,
C01131,Individual,Standard,Sales Team,2023-01-21,Urban,26-35,
C01132,SME,New,Walk-in,2024-08-02,Urban,,Enterprise (200+)
C01133,Individual,Premium,Walk-in,2024-09-04,Urban,36-45,
C01134,Individual,New,Online,2024-01-06,Urban,46-55,
C01135,Individual,New,Online,2022-07-26,Suburban,65+,
C01136,Individual,Standard,Referral,2025-07-10,Suburban,26-35,
C01137,Individual,Standard,Online,2022-06-11,Urban,18-25,
C01138,Individual,Standard,Referral,2024-05-30,Urban,18-25,
C01139,Individual,Standard,Walk-in,2022-05-25,Suburban,46-55,
C01140,SME,Budget,Sales Team,2022-07-24,Other,,Small (1-10)
C01141,Corporate,Standard,Online,2022-01-29,Urban,,Large (51-200)
C01142,Individual,New,Online,2023-05-24,Urban,26-35,
C01143,Individual,Budget,Walk-in,2024-06-14,Suburban,26-35,
C01144,SME,Standard,Referral,2024-01-01,Suburban,,Medium (11-50)
C01145,Corporate,Budget,Sales Team,2024-08-02,Other,,Large (51-200)
C01146,Individual,Standard,Online,2024-08-03,Urban,26-35,
C01147,SME,New,Referral,2022-07-16,Urban,,Large (51-200)
C01148,Corporate,Standard,Referral,2022-03-22,Urban,,Medium (11-50)
C01149,SME,New,Sales Team,2024-05-25,Urban,,Enterprise (200+)
C01150,Individual,Budget,Online,2024-07-03,Suburban,65+,
C01151,Individual,New,Walk-in,2024-02-19,Urban,36-45,
C01152,Individual,Standard,Referral,2022-12-11,Suburban,56-65,
C01153,Individual,Budget,Referral,2025-02-09,Other,26-35,
C01154,Individual,Standard,Sales Team,2022-04-16,Other,18-25,
C01155,Individual,Budget,Referral,2024-06-04,Suburban,46-55,
C01156,Individual,Premium,Referral,2022-06-18,Other,18-25,
C01157,Individual,Standard,Online,2024-07-05,Urban,36-45,
C01158,SME,Standard,Sales Team,2023-08-08,Urban,,Medium (11-50)
C01159,Individual,Standard,Online,2024-10-02,Urban,56-65,
C01160,Individual,Standard,Referral,2022-03-15,Other,18-25,
C01161,SME,Budget,Sales Team,2024-02-17,Other,,Large (51-200)
C01162,SME,Standard,Walk-in,2022-07-22,Urban,,Small (1-10)
C01163,Corporate,Budget,Sales Team,2024-08-13,Urban,,Medium (11-50)
C01164,SME,Premium,Walk-in,2022-06-17,Urban,,Large (51-200)
C01165,SME,Budget,Walk-in,2022-04-14,Urban,,Small (1-10)
C01166,Individual,Budget,Online,2024-09-25,Suburban,26-35,
C01167,Individual,Standard,Online,2022-03-30,Urban,65+,
C01168,Individual,Budget,Walk-in,2022-11-11,Suburban,46-55,
C01169,Individual,New,Walk-in,2025-02-28,Suburban,65+,
C01170,Corporate,Budget,Sales Team,2025-02-07,Urban,,Medium (11-50)
C01171,Individual,Standard,Online,2025-04-10,Urban,18-25,
C01172,Individual,Standard,Online,2023-04-02,Other,26-35,
C01173,Individual,Budget,Online,2024-01-10,Suburban,65+,
C01174,Individual,Standard,Walk-in,2024-12-18,Urban,65+,
C01175,Individual,Budget,Online,2022-07-11,Urban,56-65,
C01176,Individual,Standard,Walk-in,2024-10-11,Other,36-45,
C01177,Corporate,Budget,Online,2022-05-17,Suburban,,Small (1-10)
C01178,Individual,Premium,Referral,2025-07-02,Suburban,26-35,
C01179,SME,Premium,Online,2024-06-11,Suburban,,Enterprise (200+)
C01180,Individual,New,Walk-in,2023-11-22,Suburban,26-35,
C01181,Individual,New,Sales Team,2023-11-10,Urban,26-35,
C01182,Individual,New,Online,2022-09-11,Suburban,56-65,
C01183,SME,New,Online,2023-04-30,Urban,,Large (51-200)
C01184,Individual,Standard,Online,2024-10-14,Suburban,46-55,
C01185,Corporate,Standard,Online,2024-01-28,Other,,Small (1-10)
C01186,Individual,Premium,Referral,2024-01-12,Other,56-65,
C01187,Individual,Standard,Sales Team,2022-10-01,Urban,26-35,
C01188,SME,Standard,Sales Team,2024-08-24,Suburban,,Enterprise (200+)
C01189,Individual,New,Online,2023-07-03,Suburban,56-65,
C01190,Individual,Premium,Online,2022-09-13,Other,46-55,
C01191,Corporate,Premium,Referral,2025-08-14,Suburban,,Medium (11-50)
C01192,Individual,Standard,Online,2023-12-11,Urban,18-25,
C01193,Individual,Standard,Online,2024-01-10,Urban,46-55,
C01194,Individual,Standard,Walk-in,2025-10-05,Suburban,26-35,
C01195,Individual,Budget,Referral,2023-05-28,Suburban,46-55,
C01196,SME,Standard,Walk-in,2025-08-13,Suburban,,Small (1-10)
C01197,SME,Budget,Online,2024-08-30,Suburban,,Enterprise (200+)
C01198,Individual,New,Walk-in,2024-06-05,Urban,36-45,
C01199,SME,Budget,Walk-in,2022-11-25,Urban,,Medium (11-50)
C01200,Individual,Budget,Online,2022-03-14,Suburban,18-25,
C01201,Individual,Standard,Online,2023-09-05,Urban,18-25,
C01202,Individual,Standard,Walk-in,2022-01-15,Suburban,56-65,
C01203,Corporate,Standard,Walk-in,2022-04-10,Suburban,,Small (1-10)
C01204,Individual,New,Referral,2024-04-13,Suburban,65+,
C01205,Individual,Budget,Online,2024-10-11,Urban,18-25,
C01206,Individual,Standard,Online,2022-08-24,Suburban,56-65,
C01207,SME,Standard,Walk-in,2024-10-22,Urban,,Medium (11-50)
C01208,Individual,Budget,Walk-in,2025-08-22,Urban,65+,
C01209,Individual,Budget,Referral,2024-11-06,Urban,56-65,
C01210,SME,Standard,Walk-in,2025-01-03,Urban,,Small (1-10)
C01211,Individual,New,Walk-in,2024-09-07,Other,65+,
C01212,Individual,Budget,Walk-in,2022-11-11,Other,18-25,
C01213,Individual,Budget,Referral,2023-05-21,Urban,26-35,
C01214,Individual,Standard,Online,2025-08-21,Suburban,36-45,
C01215,Individual,Premium,Online,2024-07-14,Urban,65+,
C01216,SME,New,Referral,2025-01-09,Suburban,,Large (51-200)
C01217,Individual,Standard,Online,2025-09-18,Suburban,56-65,
C01218,Individual,Standard,Referral,2022-11-21,Suburban,56-65,
C01219,Corporate,Standard,Referral,2023-03-27,Urban,,Medium (11-50)
C01220,Individual,Premium,Walk-in,2024-06-21,Urban,26-35,
C01221,Individual,Budget,Online,2022-02-04,Urban,65+,
C01222,Corporate,Standard,Walk-in,2024-03-10,Other,,Large (51-200)
C01223,Individual,Budget,Referral,2025-02-06,Suburban,46-55,
C01224,SME,Standard,Online,2024-05-04,Urban,,Enterprise (200+)
C01225,SME,Standard,Online,2023-02-18,Urban,,Enterprise (200+)
C01226,Individual,Premium,Walk-in,2024-10-10,Other,26-35,
C01227,Individual,Budget,Walk-in,2022-07-24,Urban,65+,
C01228,Individual,Standard,Online,2025-06-06,Suburban,65+,
C01229,Individual,Premium,Walk-in,2022-05-22,Suburban,65+,
C01230,Individual,Budget,Online,2025-04-23,Urban,56-65,
C01231,Individual,Standard,Online,2023-11-28,Urban,46-55,
C01232,SME,Standard,Referral,2023-08-24,Urban,,Small (1-10)
C01233,Corporate,Standard,Online,2023-12-02,Urban,,Small (1-10)
C01234,SME,New,Referral,2022-10-08,Suburban,,Small (1-10)
C01235,Individual,Standard,Sales Team,2023-10-03,Suburban,18-25,
C01236,Individual,Standard,Online,2025-04-04,Urban,65+,
C01237,Individual,Standard,Online,2025-01-26,Urban,26-35,
C01238,Individual,Standard,Online,2022-08-17,Urban,46-55,
C01239,Corporate,Standard,Online,2024-07-31,Urban,,Small (1-10)
C01240,Individual,Premium,Online,2025-04-14,Suburban,36-45,
C01241,Individual,Standard,Sales Team,2025-02-21,Suburban,18-25,
C01242,SME,Standard,Walk-in,2023-08-19,Suburban,,Medium (11-50)
C01243,Individual,New,Referral,2022-03-09,Urban,56-65,
C01244,Individual,Premium,Walk-in,2025-07-27,Suburban,46-55,
C01245,Individual,Standard,Online,2023-07-09,Urban,46-55,
C01246,Individual,New,Referral,2023-05-21,Other,36-45,
C01247,SME,New,Online,2024-11-29,Suburban,,Large (51-200)
